NO,개설부서,교과목-분반,교과목명,이수구분,세부분류,교과연구,담당교수,"과정
구분",강/실/학,시간표,강의실,"수강
정원","강의
계획서","설명
영상",강의언어
75,전기전자컴퓨터공학부,EC4222-01,양자정보기술개론,선택,,교과,함병승[61674],학사,3/0/3,"화 09:00~10:30
목 09:00~10:30",전기전자컴퓨터공학부B(B203),30,view,,English
76,전기전자컴퓨터공학부,EC4308-01,반도체 공정 기초,선택,,교과,강동호[64046],학사,2/2/3,"월 13:00~15:00
수 13:00~15:00",전기전자컴퓨터공학부B(B201),20,view,,English
77,전기전자컴퓨터공학부,EC4312-01,첨단 반도체 소자,선택,,교과,윤훈한[64616],학사,3/0/3,"화 09:00~10:30
목 09:00~10:30",,20,view,,English
78,전기전자컴퓨터공학부,EC9102-01,학사논문연구 I,연구,,논문연구,,학사,0/0/3,,,0,view,,
79,전기전자컴퓨터공학부,EC9103-01,학사논문연구 II,연구,,논문연구,,학사,0/0/3,,,0,view,,
80,지구환경공학부,EV2209-01,환경모니터링,선택,,교과,수띠퐁 스띠아노프카오[63371],학사,3/0/3,"화 13:00~14:30
목 13:00~14:30",,35,view,,English
81,지구환경공학부,EV2210-01,(MOOC 지정)유체역학 I,선택,,교과,지솔근[62534],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",기계공학부(102),0,view,,English
82,지구환경공학부,EV2212-01,유전학,선택,,교과,진석원[61956],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",생명과학부(BT포함)(223),0,view,,English
83,지구환경공학부,EV2215-01,환경에너지공학전공연구 II,선택,,교과,박영준[62059],학사,0/3/1,금 17:30~19:00,지구환경공학부(210),20,view,,English/Korean
84,지구환경공학부,EV2216-01,수화학 기초,선택,,교과,이윤호[61281],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",지구환경공학부(210),20,view,,English
85,지구환경공학부,EV2217-01,물리화학 B,선택,,교과,방윤수[61199],학사,3/0/3,"화 09:00~10:30
목 09:00~10:30",,0,view,,English
86,지구환경공학부,EV3106-01,환경분석실험 I,필수,,교과,"신인환[62806]
최희철[01134]",학사,1/4/3,금 13:00~17:30,지스트대학B동(115),0,view,,English
87,지구환경공학부,EV3111-01,지구시스템과학,필수,,교과,"강창근[61944]
김은석[61667]
송철한[01185]
황희정[64090]",학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",지구환경공학부(410),0,view,,English
88,지구환경공학부,EV3205-01,환경 생태학,선택,,교과,김은석[61667],학사,3/0/3,"화 13:00~14:30
목 13:00~14:30",삼성환경연구동(211),0,view,,English
89,지구환경공학부,EV3214-01,생유기화학과 바이오의약품,선택,,교과,서지원[60955],학사,3/0/3,"화 09:00~10:30
목 09:00~10:30",,0,view,,English
90,지구환경공학부,EV3216-01,생화학 II,선택,,교과,허윤현[63163],학사,3/0/3,"월 16:00~17:30
수 16:00~17:30",,30,view,,English
91,지구환경공학부,EV3217-01,미생물학,선택,,교과,박대호[30565],학사,3/0/3,"화 09:00~10:30
목 09:00~10:30",생명과학부(BT포함)(428),0,view,,English
92,지구환경공학부,EV3219-01,수리물리 I,선택,,교과,박찬용[62936],학사,3/0/3,"화 09:00~10:30
목 09:00~10:30",자연과학동(201),0,view,,English
93,지구환경공학부,EV4214-01,대기화학과 기후변화 Ⅰ,선택,,교과,송철한[01185],학사,3/0/3,수 14:30~17:30,삼성환경연구동(211),0,view,,English
94,지구환경공학부,EV4223-01,기기분석,선택,,교과,임현섭[63380],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,0,view,,English
95,지구환경공학부,EV4228-01,환경열역학,선택,,교과,박영준[62059],학사,3/0/3,"화 13:00~14:30
목 13:00~14:30",지구환경공학부(210),0,view,,English/Korean
96,지구환경공학부,EV4230-01,멤브레인 과학과 기술,선택,,교과,김인수[64409],학사,3/0/3,"화 09:00~10:30
목 09:00~10:30",삼성환경연구동(211),0,view,,English
97,지구환경공학부,EV4235-01,나노공학의 환경영향,선택,,교과,김창우[64047],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,0,view,,English/Korean
98,지구환경공학부,EV4236-01,과학적 사고와 표현,선택,,교과,수띠퐁 스띠아노프카오[63371],학사,3/0/3,"월 09:00~10:30
수 09:00~10:30",,25,view,,English
99,지구환경공학부,EV4240-01,딥러닝 환경 빅데이터 적용,선택,,교과,김형록[64515],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",지구환경공학부(210),0,view,,English
100,지구환경공학부,EV4241-01,에너지재료개론,선택,,교과,주종훈[63948],학사,3/0/3,"월 09:00~10:30
수 09:00~10:30",지구환경공학부(210),0,view,,English
101,지구환경공학부,EV4243-01,열물질전달,선택,,교과,강성봉[63235],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",삼성환경연구동(211),0,view,,English
102,지구환경공학부,EV9101-01,학사논문연구,연구,,논문연구,,학사,0/0/3,,,0,view,,English
103,지구환경공학부,EV9102-01,학사논문연구 I,연구,,논문연구,,학사,0/0/3,,,0,view,,
104,지구환경공학부,EV9103-01,학사논문연구 II,연구,,논문연구,,학사,0/0/3,,,0,view,,
105,에너지부전공,FE2101-01,에너지와 미래사회,선택,,교과,김희주[62718],학사,3/0/3,목 14:30~17:30,,20,view,,English
106,에너지부전공,FE2301-01,회로이론,선택,,교과,박창수[63581],학사,3/0/3,"월 16:00~17:30
수 16:00~17:30",전기전자컴퓨터공학부B(B203),30,view,,English
107,에너지부전공,FE4201-01,에너지 변환과 저장,선택,,교과,김상륜[64069],학사,3/0/3,화 09:00~12:00,신재생에너지연구동(309),20,view,,English
108,에너지부전공,FE4303-01,전력경제와 경영과학,선택,,교과,김진호[62704],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",신재생에너지연구동(309),10,view,,English
109,에너지부전공,FE4308-01,전력변환시스템의 기초,선택,,교과,박용순[62536],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,10,view,,English
110,에너지부전공,FE4309-01,무선전력전송,선택,,교과,임춘택[62535],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",신재생에너지연구동(309),24,view,,English
111,에너지부전공,FE4501-01,태양전지의 이해,선택,,교과,김희주[62718],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",,15,view,,English
112,기초교육학부,GS0101-01,축구,필수,,교과,서문학[61594],학사,2/0/0,화 19:30~21:30,,5,view,,Korean
113,기초교육학부,GS0101-02,축구,필수,,교과,서문학[61594],학사,2/0/0,수 19:30~21:30,,5,view,,Korean
114,기초교육학부,GS0102-01,테니스,필수,,교과,최명구[64546],학사,2/0/0,수 17:30~19:30,,15,view,,Korean
115,기초교육학부,GS0102-02,테니스,필수,,교과,최명구[64546],학사,2/0/0,수 19:30~21:30,,15,view,,Korean
116,기초교육학부,GS0103-01,농구,필수,,교과,김성훈[64541],학사,2/0/0,화 19:30~21:30,,5,view,,Korean
117,기초교육학부,GS0103-02,농구,필수,,교과,김성훈[64541],학사,2/0/0,수 19:30~21:30,,5,view,,Korean
118,기초교육학부,GS0104-01,배드민턴,필수,,교과,이기정[61095],학사,2/0/0,화 17:30~19:30,,6,view,,Korean
119,기초교육학부,GS0104-02,배드민턴,필수,,교과,이기정[61095],학사,2/0/0,목 17:30~19:30,,6,view,,Korean
120,기초교육학부,GS0104-03,배드민턴,필수,,교과,이기정[61095],학사,2/0/0,목 19:30~21:30,,6,view,,Korean
121,기초교육학부,GS0105-01,탁구,필수,,교과,손향숙[61204],학사,2/0/0,목 17:30~19:30,,11,view,,Korean
122,기초교육학부,GS0105-02,탁구,필수,,교과,손향숙[61204],학사,2/0/0,목 19:30~21:30,,11,view,,Korean
123,기초교육학부,GS0106-01,요가,필수,,교과,이현화[61203],학사,2/0/0,수 17:30~19:30,,11,view,,Korean
124,기초교육학부,GS0106-02,요가,필수,,교과,이현화[61203],학사,2/0/0,수 19:30~21:30,,11,view,,Korean
125,기초교육학부,GS0107-01,골프,필수,,교과,박장진[62008],학사,2/0/0,목 17:30~19:30,,11,view,,Korean
126,기초교육학부,GS0107-02,골프,필수,,교과,박장진[62008],학사,2/0/0,목 19:30~21:30,,11,view,,Korean
127,기초교육학부,GS0108-01,힙합댄스,필수,,교과,이은지[62527],학사,2/0/0,월 19:30~21:30,,11,view,,Korean
128,기초교육학부,GS0109-01,태권도,필수,,교과,박성준[64545],학사,2/0/0,화 19:30~21:30,,10,view,,English/Korean
129,기초교육학부,GS0110-01,헬스,필수,,교과,이종신[64548],학사,2/0/0,목 17:30~19:30,,11,view,,Korean
130,기초교육학부,GS0112-01,수영,필수,,교과,김영민[61593],학사,2/0/0,목 17:30~19:30,,16,view,,Korean
131,기초교육학부,GS0112-02,수영,필수,,교과,김영민[61593],학사,2/0/0,목 19:30~21:30,,16,view,,Korean
132,기초교육학부,GS0113-01,볼링,필수,,교과,조상용[62102],학사,2/0/0,화 17:30~19:30,지스트대학A동(109),10,view,,Korean
133,기초교육학부,GS0113-02,볼링,필수,,교과,조상용[62102],학사,2/0/0,목 17:30~19:30,지스트대학A동(109),10,view,,Korean
134,기초교육학부,GS0114-01,야구,필수,,교과,정경운[62208],학사,2/0/0,목 19:30~21:30,,8,view,,Korean
135,기초교육학부,GS0115-01,암벽등반,필수,,교과,조계주[63818],학사,2/0/0,화 19:30~21:30,,10,view,,Korean
136,기초교육학부,GS0201-01,피아노,필수,,교과,박상희[64547],학사,2/0/0,화 17:30~19:30,지스트대학A동(103),11,view,,Korean
137,기초교육학부,GS0201-02,피아노,필수,,교과,박상희[64547],학사,2/0/0,화 19:30~21:30,지스트대학A동(103),11,view,,Korean
138,기초교육학부,GS0201-03,피아노,필수,,교과,박상희[64547],학사,2/0/0,수 17:30~19:30,지스트대학A동(103),11,view,,Korean
139,기초교육학부,GS0202-01,플룻,필수,,교과,김보라[61021],학사,2/0/0,월 17:30~19:30,지스트대학A동(103),7,view,,Korean
140,기초교육학부,GS0203-01,바이올린,필수,,교과,,학사,2/0/0,월 19:30~21:30,지스트대학A동(105),4,view,,Korean
141,기초교육학부,GS0204-01,첼로,필수,,교과,양윤선[61591],학사,2/0/0,수 17:30~19:30,지스트대학A동(105),11,view,,Korean
142,기초교육학부,GS0205-01,클라리넷,필수,,교과,임지연[64544],학사,2/0/0,월 17:30~19:30,지스트대학A동(109),7,view,,Korean
143,기초교육학부,GS0206-01,어쿠스틱기타,필수,,교과,한재영[61094],학사,2/0/0,월 17:30~19:30,지스트대학A동(108),8,view,,Korean
144,기초교육학부,GS0206-02,어쿠스틱기타,필수,,교과,한재영[61094],학사,2/0/0,월 19:30~21:30,지스트대학A동(108),8,view,,Korean
145,기초교육학부,GS0206-03,어쿠스틱기타,필수,,교과,한재영[61094],학사,2/0/0,화 19:30~21:30,지스트대학A동(108),8,view,,Korean
146,기초교육학부,GS0207-01,일렉기타,필수,,교과,김귀훈[64543],학사,2/0/0,목 17:30~19:30,지스트대학A동(102),11,view,,Korean
147,기초교육학부,GS0207-02,일렉기타,필수,,교과,김귀훈[64543],학사,2/0/0,목 19:30~21:30,지스트대학A동(102),11,view,,Korean
148,기초교육학부,GS0208-01,베이스기타,필수,,교과,이재형[63441],학사,2/0/0,화 19:30~21:30,지스트대학A동(107),11,view,,Korean
149,기초교육학부,GS0209-01,드럼,필수,,교과,강기호[64553],학사,2/0/0,수 17:30~19:30,,10,view,,Korean
150,기초교육학부,GS0209-02,드럼,필수,,교과,강기호[64553],학사,2/0/0,수 19:30~21:30,,10,view,,Korean
151,기초교육학부,GS0210-01,보컬,필수,,교과,장진형[61372],학사,2/0/0,화 17:30~19:30,지스트대학A동(227),11,view,,Korean
152,기초교육학부,GS0210-02,보컬,필수,,교과,장진형[61372],학사,2/0/0,화 19:30~21:30,지스트대학A동(227),11,view,,Korean
153,기초교육학부,GS0211-01,드로잉,필수,,교과,홍원석[63320],학사,2/0/0,화 17:30~19:30,지스트대학A동(110),7,view,,English/Korean
154,기초교육학부,GS0211-02,드로잉,필수,,교과,홍원석[63320],학사,2/0/0,수 17:30~19:30,지스트대학A동(110),7,view,,Korean
155,기초교육학부,GS0211-03,드로잉,필수,,교과,홍원석[63320],학사,2/0/0,수 19:30~21:30,지스트대학A동(110),7,view,,Korean
156,기초교육학부,GS0213-01,컴퓨터 음악 만들기,필수,,교과,이재형[63441],학사,2/0/0,수 17:30~19:30,지스트대학A동(107),11,view,,Korean
157,기초교육학부,GS0213-02,컴퓨터 음악 만들기,필수,,교과,이재형[63441],학사,2/0/0,수 19:30~21:30,지스트대학A동(107),11,view,,
158,기초교육학부,GS1001-01,미적분학과 응용,필수,,교과,"김재길[62813]
유현주[61585]",학사,3/1/3,"월 09:00~10:30
수 09:00~10:30
금 09:00~10:00",,15,view,,English/Korean
159,기초교육학부,GS1102-01,일반물리학 및 연습 Ⅱ,선택,,교과,박찬용[62936],학사,3/1/3,"월 10:30~12:00
월 19:00~20:00
수 10:30~12:00",자연과학동(203),35,view,,English
160,기초교육학부,GS1102-02,일반물리학 및 연습 Ⅱ,선택,,교과,박찬용[62936],학사,3/1/3,"월 13:00~14:30
수 13:00~14:30
수 19:00~20:00",자연과학동(203),35,view,,
161,기초교육학부,GS1102-03,일반물리학 및 연습 Ⅱ,선택,,교과,양현석[63524],학사,3/1/3,"화 10:30~12:00
화 19:00~20:00
목 10:30~12:00",자연과학동(203),35,view,,
162,기초교육학부,GS1102-04,일반물리학 및 연습 Ⅱ,선택,,교과,양현석[63524],학사,3/1/3,"화 14:30~16:00
목 14:30~16:00
목 19:00~20:00",자연과학동(203),35,view,,
163,기초교육학부,GS1104-01,고급일반물리학 및 연습 Ⅱ,선택,,교과,유운종[60956],학사,3/1/3,"월 10:30~12:00
수 10:30~12:00
수 19:00~20:00",자연과학동(201),35,view,,English
164,기초교육학부,GS1112-01,일반물리학 실험 Ⅱ,선택,,교과,"김근영[61666]
이승우[63473]",학사,0/2/1,목 16:00~18:00,,18,view,,English
165,기초교육학부,GS1112-02,일반물리학 실험 Ⅱ,선택,,교과,"김근영[61666]
이승우[63473]",학사,0/2/1,금 13:00~15:00,,18,view,,
166,기초교육학부,GS1201-01,일반화학 및 연습 I,필수,,교과,최준호[62923],학사,3/1/3,"화 09:00~10:30
화 17:30~18:30
목 09:00~10:30",,0,view,,English
167,기초교육학부,GS1202-01,일반화학 및 연습 Ⅱ,선택,,교과,리자오지에[62164],학사,3/1/3,"화 10:30~12:00
화 17:30~18:30
목 10:30~12:00",,40,view,,English
168,기초교육학부,GS1202-02,일반화학 및 연습 Ⅱ,선택,,교과,리자오지에[62164],학사,3/1/3,"화 13:00~14:30
화 17:30~18:30
목 13:00~14:30",,40,view,,
169,기초교육학부,GS1202-03,일반화학 및 연습 Ⅱ,선택,,교과,리자오지에[62164],학사,3/1/3,"화 09:00~10:30
목 09:00~10:30
목 17:30~18:30",,40,view,,
170,기초교육학부,GS1211-01,일반화학실험 Ⅰ,필수,,교과,"서준혁[62856]
조춘실[61321]",학사,0/2/1,화 10:30~12:30,,18,view,,English
171,기초교육학부,GS1211-02,일반화학실험 Ⅰ,필수,,교과,"서준혁[62856]
조춘실[61321]",학사,0/2/1,화 16:00~18:00,,18,view,,
172,기초교육학부,GS1211-03,일반화학실험 Ⅰ,필수,,교과,"리자오지에[62164]
조춘실[61321]",학사,0/2/1,수 10:30~12:30,,18,view,,
173,기초교육학부,GS1211-04,일반화학실험 Ⅰ,필수,,교과,"리자오지에[62164]
조춘실[61321]",학사,0/2/1,수 16:00~18:00,,18,view,,
174,기초교육학부,GS1212-01,일반화학실험 Ⅱ,선택,,교과,"서준혁[62856]
조춘실[61321]",학사,0/2/1,금 10:00~12:00,,18,view,,English
175,기초교육학부,GS1301-01,생물학,필수,,교과,허윤현[63163],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,30,view,,English
176,기초교육학부,GS1301-02,생물학,필수,,교과,허윤현[63163],학사,3/0/3,"화 13:00~14:30
목 13:00~14:30",,30,view,,
177,기초교육학부,GS1302-01,인간 생물학,필수,,교과,허윤현[63163],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",,30,view,,English
178,기초교육학부,GS1304-01,현대 생명과학의 이해,선택,,교과,조경래[61123],학사,1/0/1,목 14:30~16:00,생명과학부(BT포함)(121),0,view,,English
179,기초교육학부,GS1311-01,일반생물학 실험,필수,,교과,"김영준[60665]
김한아[61443]
진석원[61956]",학사,0/2/1,화 16:00~18:00,,12,view,,English/Korean
180,기초교육학부,GS1311-02,일반생물학 실험,필수,,교과,"김영준[60665]
김한아[61443]
진석원[61956]",학사,0/2/1,수 16:00~18:00,,12,view,,English/Korean
181,기초교육학부,GS1311-03,일반생물학 실험,필수,,교과,"김영준[60665]
김한아[61443]
진석원[61956]",학사,0/2/1,금 10:00~12:00,,12,view,,English/Korean
182,기초교육학부,GS1311-04,일반생물학 실험,필수,,교과,"김영준[60665]
김한아[61443]
진석원[61956]",학사,0/2/1,금 14:00~16:00,,12,view,,English/Korean
183,기초교육학부,GS1322-01,생명과학속 이야기들,선택,,교과,유영준[63852],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,0,view,,English/Korean
184,기초교육학부,GS1401-01,컴퓨터 프로그래밍,필수,,교과,"브라이언 도리얼[63478]
오용[61946]",학사,3/1/3,"월 10:30~12:00
수 10:30~12:00
금 10:00~11:00",,10,view,,English
185,기초교육학부,GS1401-02,컴퓨터 프로그래밍,필수,,교과,"브라이언 도리얼[63478]
오용[61946]",학사,3/1/3,"월 10:30~12:00
수 10:30~12:00
금 11:00~12:00",,10,view,,English
186,기초교육학부,GS1401-03,컴퓨터 프로그래밍,필수,,교과,"브라이언 도리얼[63478]
오용[61946]",학사,3/1/3,"월 10:30~12:00
수 10:30~12:00
금 13:00~14:00",,10,view,,English
187,기초교육학부,GS1401-04,컴퓨터 프로그래밍,필수,,교과,"브라이언 도리얼[63478]
오용[61946]",학사,3/1/3,"화 10:30~12:00
목 10:30~12:00
금 14:00~15:00",,10,view,,English
188,기초교육학부,GS1401-05,컴퓨터 프로그래밍,필수,,교과,"브라이언 도리얼[63478]
오용[61946]",학사,3/1/3,"화 10:30~12:00
목 10:30~12:00
금 15:00~16:00",,10,view,,English
189,기초교육학부,GS1401-06,컴퓨터 프로그래밍,필수,,교과,"브라이언 도리얼[63478]
오용[61946]",학사,3/1/3,"화 10:30~12:00
목 10:30~12:00
금 16:00~17:00",,10,view,,English
190,기계공학부,GS1432-01,기계로봇공학개론,선택,,교과,이재욱[62604],학사,2/2/3,"월 16:00~18:00
수 16:00~18:00",,30,view,,English
191,기초교육학부,GS1451-01,소재와 미래과학기술,선택,,교과,김봉중[30656],학사,1/0/1,월 16:00~17:30,,0,view,,Korean
192,기초교육학부,GS1491-01,SW코딩과 AI활용,선택,,교과,김희숙[62932],학사,1/2/2,화 13:00~16:00,금호정보통신연구동(금호관)(202),20,view,,Korean
193,기초교육학부,GS1491-02,SW코딩과 AI활용,선택,,교과,김희숙[62932],학사,1/2/2,목 13:00~16:00,금호정보통신연구동(금호관)(202),20,view,,Korean
194,기초교육학부,GS1492-01,(MOOC 지정) 문제해결을 위한 컴퓨터 사고,선택,,교과,박건혁[63254],학사,1/0/1,All 00:00~00:00,,0,view,,English
195,기초교육학부,GS1496-01,(MOOC 지정) 기계학습을 위한 수학: 선형대수학,선택,,교과,박건혁[63254],학사,1/0/1,All 00:00~00:00,,0,view,,English
196,기초교육학부,GS1497-01,(MOOC 지정)기계학습을 위한 수학: PCA,선택,,교과,박건혁[63254],학사,1/0/1,All 00:00~00:00,,0,view,,English
197,기초교육학부,GS1498-01,(MOOC 지정)기계학습을 위한 수학: 다변량 미적분학,선택,,교과,박건혁[63254],학사,1/0/1,All 00:00~00:00,,0,view,,English
198,기초교육학부,GS1499-01,(MOOC 지정) 파이썬 기초,필수,,교과,박건혁[63254],학사,1/2/2,All 00:00~00:00,,0,view,,English
199,기초교육학부,GS1512-01,글쓰기의 기초: 학술적 글쓰기,필수,,교과,최서윤[63820],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,30,view,,Korean
200,기초교육학부,GS1512-02,글쓰기의 기초: 학술적 글쓰기,필수,,교과,최서윤[63820],학사,3/0/3,"화 13:00~14:30
목 13:00~14:30",,30,view,,Korean
201,기초교육학부,GS1512-03,글쓰기의 기초: 학술적 글쓰기,필수,,교과,최서윤[63820],학사,3/0/3,"화 14:30~16:00
목 14:30~16:00",,30,view,,Korean
202,기초교육학부,GS1532-01,심화 글쓰기: 고전 읽기와 글쓰기,필수,,교과,최서윤[63820],학사,3/0/3,"월 16:00~17:30
수 16:00~17:30",,20,view,,Korean
203,기초교육학부,GS1606-01,과학 기사 읽기,선택,,교과,데이비드 스튜어트 윌스[64278],학사,3/0/2,"월 13:00~14:30
수 13:00~14:30",,15,view,,English
204,기초교육학부,GS1607-01,학술영어,필수,,교과,데이비드 스튜어트 윌스[64278],학사,3/0/2,"월 09:00~10:30
수 09:00~10:30",,16,view,,English
205,기초교육학부,GS1607-02,학술영어,필수,,교과,리스 존 랜달[64277],학사,3/0/2,"월 09:00~10:30
수 09:00~10:30",,16,view,,English
206,기초교육학부,GS1607-03,학술영어,필수,,교과,레베카 배[62607],학사,3/0/2,"월 10:30~12:00
수 10:30~12:00",,16,view,,English
207,기초교육학부,GS1607-04,학술영어,필수,,교과,리스 존 랜달[64277],학사,3/0/2,"월 14:30~16:00
수 14:30~16:00",,16,view,,English
208,기초교육학부,GS1902-01,기초 한국어,필수,,교과,심선향[64511],학사,3/0/0,"월 10:30~12:00
수 10:30~12:00",,14,view,,Korean
209,기초교육학부,GS1902-02,기초 한국어,필수,,교과,심선향[64511],학사,3/0/0,"월 13:00~14:30
수 13:00~14:30",,14,view,,Korean
210,기초교육학부,GS1902-03,기초 한국어,필수,,교과,심선향[64511],학사,3/0/0,"화 13:00~14:30
목 13:00~14:30",,14,view,,Korean
211,기초교육학부,GS1905-01,중급 한국어,선택,,교과,이선하[63991],학사,3/0/2,"화 14:30~16:00
목 14:30~16:00",,15,view,,Korean
212,기초교육학부,GS2001-01,다변수해석학과 응용,필수,,교과,"강현석[61973]
유현주[61585]",학사,3/1/3,"화 10:30~12:00
목 10:30~12:00
목 17:30~18:30",,35,view,,English/Korean
213,기초교육학부,GS2001-02,다변수해석학과 응용,필수,,교과,"강현석[61973]
유현주[61585]",학사,3/1/3,"화 13:00~14:30
목 13:00~14:30
목 18:30~19:30",,35,view,,English/Korean
214,기초교육학부,GS2001-03,다변수해석학과 응용,필수,,교과,"김민기[64123]
유현주[61585]",학사,3/1/3,"화 13:00~14:30
수 17:30~18:30
목 13:00~14:30",,35,view,,English/Korean
215,기초교육학부,GS2001-04,다변수해석학과 응용,필수,,교과,"김민기[64123]
유현주[61585]",학사,3/1/3,"화 14:30~16:00
수 18:30~19:30
목 14:30~16:00",,35,view,,English/Korean
216,기초교육학부,GS2001-05,다변수해석학과 응용,필수,,교과,"송정민[61101]
유현주[61585]",학사,3/1/3,"월 17:30~18:30
화 10:30~12:00
목 10:30~12:00",,35,view,,English/Korean
217,기초교육학부,GS2001-06,다변수해석학과 응용,필수,,교과,"유현주[61585]
최정옥[61376]",학사,3/1/3,"월 13:00~14:30
화 17:30~18:30
수 13:00~14:30",,35,view,,English/Korean
218,기초교육학부,GS2002-01,미분방정식과 응용,필수,,교과,"송정민[61101]
유현주[61585]",학사,3/1/3,"월 09:00~10:30
월 18:30~19:30
수 09:00~10:30",,30,view,,English/Korean
219,기초교육학부,GS2002-02,미분방정식과 응용,필수,,교과,"유현주[61585]
황치옥[60934]",학사,3/1/3,"월 10:30~12:00
화 18:30~19:30
수 10:30~12:00",,30,view,,English/Korean
220,기초교육학부,GS2004-01,선형대수학과 응용,필수,,교과,"김재길[62813]
유현주[61585]",학사,3/1/3,"월 14:30~16:00
수 14:30~16:00
금 10:00~11:00",,30,view,,English/Korean
221,기초교육학부,GS2004-02,선형대수학과 응용,필수,,교과,"김재길[62813]
유현주[61585]",학사,3/1/3,"월 13:00~14:30
수 13:00~14:30
금 11:00~12:00",,30,view,,English/Korean
222,기초교육학부,GS2004-03,선형대수학과 응용,필수,,교과,"유현주[61585]
황치옥[60934]",학사,3/1/3,"월 09:00~10:30
수 09:00~10:30
금 13:00~14:00",,30,view,,English/Korean
223,기초교육학부,GS2409-01,(MOOC 지정)풀스택 자바스크립트,선택,,교과,수만 판데[63982],학사,4/0/2,All 00:00~00:00,,60,view,,English
224,기초교육학부,GS2420-01,(MOOC 지정) 알고리즘 기반 논리적 사고 - 기초,선택,,교과,박건혁[63254],학사,1/0/1,All 00:00~00:00,,0,view,,English
225,기초교육학부,GS2421-01,(MOOC 지정) 알고리즘 기반 논리적 사고 - 심화,선택,,교과,박건혁[63254],학사,1/0/1,All 00:00~00:00,,0,view,,English
226,기초교육학부,GS2422-01,(MOOC지정) 기계학습: 예측 및 분류,선택,,교과,박건혁[63254],학사,1/0/1,All 00:00~00:00,,0,view,,English
227,기초교육학부,GS2473-01,환경에너지공학개론,선택,,교과,박영준[62059],학사,1/0/1,수 16:00~17:30,지구환경공학부(210),0,view,,Korean
228,기초교육학부,GS2474-01,지속가능한 발전의 시대,선택,,교과,수띠퐁 스띠아노프카오[63371],학사,3/0/3,"화 09:00~10:30
목 09:00~10:30",,30,view,,English
229,기초교육학부,GS2475-01,환경오염,선택,,교과,수띠퐁 스띠아노프카오[63371],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",,50,view,,English
230,기초교육학부,GS2476-01,탄소중립과 에너지기술개론,선택,,교과,문승현[64154],학사,3/0/3,월 14:30~17:30,지구환경공학부(410),0,view,,English
231,기초교육학부,GS2506-01,한국현대시인론,선택,,교과,이수정[61779],학사,3/0/3,"월 09:00~10:30
수 09:00~10:30",,30,view,,Korean
232,기초교육학부,GS2511-01,현대시 읽기,선택,,교과,이수정[61779],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,30,view,,Korean
233,기초교육학부,GS2523-01,영어단편소설읽기,선택,,교과,이시연[60939],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,30,view,,English
234,기초교육학부,GS2525-01,근대의 모험: 서구근대문학의 이해 Ⅱ,선택,,교과,이시연[60939],학사,3/0/3,"화 09:00~10:30
목 09:00~10:30",,30,view,,Korean
235,기초교육학부,GS2541-01,서양음악의 이해,선택,,교과,오명희[64554],학사,3/0/3,"화 13:00~14:30
목 13:00~14:30",,30,view,,Korean
236,기초교육학부,GS2543-01,현대 예술의 이해,선택,,교과,,학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,12,view,,Korean
237,기초교육학부,GS2544-01,문화콘텐츠의 이해,선택,,교과,윤필상[63439],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,30,view,,Korean
238,기초교육학부,GS2582-01,한글의 역사,선택,,교과,이선하[63991],학사,3/0/3,"화 13:00~14:30
목 13:00~14:30",,5,view,,English
239,기초교육학부,GS2602-01,한국사의 이해,선택,,교과,신진혜[64024],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,25,view,,Korean
240,기초교육학부,GS2613-01,현대서양의 형성과 전개,선택,,교과,김동혁[62921],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,30,view,,Korean
241,기초교육학부,GS2616-01,장기 19세기 서양 역사,선택,,교과,김동혁[62921],학사,3/0/3,"월 09:00~10:30
수 09:00~10:30",,30,view,,Korean
242,기초교육학부,GS2618-01,중동부 유럽 및 러시아의 역사,선택,,교과,김동혁[62921],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,30,view,,Korean
243,기초교육학부,GS2620-01,철학의 근본 문제들,선택,,교과,원치욱[62072],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,30,view,,Korean
